key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:236:Flawless Ruby>,Flawless Ruby,Makelloser Rubin,优质红宝石,無傷のルビー,티 없는 루비,優質紅寶石,Rubis idéal,Безупречный рубин,Rubi Impecável,Rubí inmaculado
<!MissingKey:237:Present>,Present,Geschenk,圣诞礼物,プレゼント,선물상자,聖誕禮物,Cadeau,Подарок,Presente,Regalo
<!MissingKey:238:$t[Start of battle:] Gain $p1 $vampirism. >,"$t[Start of battle:] Gain $p1 $vampirism. 

 $affected $h[Weapons] steal $p2% life + $p5% per \~$affected2 $vampiric-item. 

 Your healing is increased by $p3%. ","$t[Kampfbeginn:] Erhalte $p1 $vampirism. 

 $affected $h[Waffen] rauben $p2% Leben + $p5% pro $affected2 $vampiric-Gegenstand. 

 Heileffekte sind $p3% effektiver. ","$t[战斗开始时：]获得$p1层$vampirism。

 $affected的$h[武器]将会偷取$p2%生命值（每有一个$affected2的$vampiric物品，效果增加$p5%）。

生命恢复效果增强$p3%。","$t[バトル開始時：]$p1 $vampirism を獲得する 

$affectedにある$h[武器]の体力吸収率 +$p2%、$affected2にある $vampiric アイテム1個につき +$p5% 

自分の回復量 +$p3%","$t[전투 시작 시:] $vampirism을 $p1 획득합니다.
$affected에 위치한 $h[무기]가 체력을 $p2% 빼앗습니다 ($affected2에 위치한 $vampiric 아이템마다 $p5% 증가).

회복량이 $p3% 증가합니다.","$t[戰鬥開始時：]獲得$p1層$vampirism。
$affected的$h[武器]將會偷取$p2%生命值（每有一個$affected2的$h[吸血]物品，效果增加$p5%）。
生命恢復效果增強$p3%。","$t[Au début du combat :] gagnez $p1 $vampirism. 

 Les $h[Armes] $affected volent $p2 % de vie + $p5 % par objet $vampiric $affected2). 

 Votre guérison augmente de $p3 %.","$t[Начало боя:] добавляет $p1 $vampirism. 

 $affected $h[оружие] крадет $p2% жизни +$p5% за каждый $affected2 $vampiric предмет). 

 Исцеление усиливается на $p3%.","$t[Início da batalha:] Ganha $p1 $vampirism. 

 $h[Armas] $affected roubam $p2% de vida + $p5% para cada item-$vampiric $affected2. 

 Sua cura aumenta em $p3%.","$t[Al comienzo de la batalla:] Obtiene $p1 $vampirism. 

 Las $affected $h[Armas] roban un $p2 % de salud (aumenta en un $p5 % por cada $affected2 objetos $vampiric). 

 La curación aumenta en un $p3 %."
<!MissingKey:239:Leather Bag>,Leather Bag,Lederbeutel,皮包,革のカバン,가죽 가방,皮包,Sac de cuir,Кожаная сумка,Bolsa de Couro,Bolsa de cuero
<!MissingKey:240:Pestilence Flask>,Pestilence Flask,Pestflasche,瘟疫烧瓶,疫毒のフラスコ,역병 플라스크,瘟疫燒瓶,Flasque de pestilence,Зелье чумы,Frasco Pestilento,Poción tóxica
<!MissingKey:241:Belladonna's Whisper>,Belladonna's Whisper,Belladonnas Flüstern,颠茄剧毒弓,ささやきベラドンナの毒弓,벨라돈나의 속삭임,顛茄劇毒弓,Murmure de Belladonna,Шепот Белладонны,Sussurro de Beladona,Beso de belladona
<!MissingKey:242:Light Goobert>,Light Goobert,Schlotzbert des Lichts,光之黏黏,ライト・スラバート,빛의 슬돌이,光明黏呼呼,Viskeu de lumière,Световой Слаймер,Gosberto da Luz,Viscosino de luz
<!MissingKey:243:Bag of Stones>,Bag of Stones,Sack voll Steine,一袋石头,石入り袋,돌이 든 자루,一袋石頭,Sac de pierres,Мешок с камнями,Saco de Pedras,Bolsa con piedras
<!MissingKey:244:Flawless Topaz>,Flawless Topaz,Makelloser Topas,优质黄宝石,無傷のトパーズ,티 없는 토파즈,優質黃寶石,Topaze idéale,Безупречный топаз,Topázio Impecável,Topacio inmaculado
<!MissingKey:245:Spiked Shield>,Spiked Shield,Dornenschild,尖刺盾牌,トゲの盾,가시 방패,尖刺盾牌,Bouclier à pointes,Шипастый щит,Escudo de Espinhos,Escudo de pinchos
<!MissingKey:246:Fortuna's Grace>,Fortuna's Grace,Fortunas Gnade,天命弓,フォルトゥナの加護弓,포르투나의 은혜,天命弓,Grâce de Fortuna,Длань удачи,Bênção de Fortuna,Gracia de la Fortuna
<!MissingKey:247:Chipped Sapphire>,Chipped Sapphire,Lädierter Saphir,蓝宝石碎片,欠けたサファイア,깨진 사파이어,藍寶石碎片,Saphir fragmenté,Осколок сапфира,Safira Lascada,Zafiro roto
<!MissingKey:248:Poison Goobert>,Poison Goobert,Giftiger Schlotzbert,剧毒黏黏,ポイズン・スラバート,맹독 슬돌이,劇毒黏呼呼,Viskeu poison,Ядовитый Слаймер,Gosberto Venenoso,Viscosino venenoso
<!MissingKey:249:Corrupted Crystal>,Corrupted Crystal,Unheilvoller Kristall,腐败水晶,堕落のクリスタル,타락한 크리스탈,腐敗水晶,Cristal corrompu,Проклятый кристалл,Cristal Corrompido,Cristal corrupto
<!MissingKey:250:$t[Every $cds:] Randomly gain $p1 $empower $m[or] gain $p2 $mana and remove $p3 $mana from opponent $m[or] remove $p4 stamina from opponent. >,"$t[Every $cds:] Randomly gain $p1 $empower $m[or] gain $p2 $mana and remove $p3 $mana from opponent $m[or] remove $p4 stamina from opponent. 

 Triggers $p5% faster for each $affected item.","$t[Alle $cds:] Erhalte zufällig $p1 $empower $m[oder] erhalte $p2 $mana und entferne $p3 $mana $m[oder] entferne $p4 Ausdauer vom Gegner. 

 Aktiviert $p5% schneller für jeden $affected Gegenstand.","$t[每$cds：]随机获得$p1层$empower，$m[或者]获得$p2点$mana并移除对手$p3点$mana，$m[或者]移除对手$p4点耐力。

每有一个$affected的物品，号角效果触发快$p5%。","$t[$cd秒毎：]$p1 $empower を獲得する、$m[または]$p2 $manaを獲得した上で相手から$p3 $mana を除去する、$m[または]相手からスタミナを$p4除去する、のいずれかの効果をランダムで発揮する 

$affectedにあるアイテム1個につき使用速度が$p5%上がる","$t[$cd초마다:] 무작위로 $empower를 $p1 획득하거나, $m[혹은] $mana를 $p2 획득하고 상대의 $mana를 $p3 제거하거나, $m[혹은] 상대의 스태미나를 $p4 제거합니다.

$affected에 위치한 아이템마다 $p5% 빠르게 발동합니다.","$t[每$cd秒：]隨機獲得$p1層$empower，$m[或]獲得$p2點$mana並移除對手$p3點$mana，$m[或]移除對手$p4點耐力。
每有一個$affected的物品，號角效果觸發快$p5%。","$t[Toutes les $cd s :] gagnez aléatoirement $p1 $empower $m[ou] gagnez $p2 $mana et retirez $p3 $mana à l'adversaire $m[ou] retirez $p4 d'endurance à l'adversaire. 

 Se déclenche $p5 % plus vite pour chaque objet $affected.","$t[Раз в $cd сек.:] случайным образом добавляет $p1 $empower $m[или] добавляет $p2 $mana и снимает с противника $p3 $mana $m[или] отнимает у противника $p4 ед. энергии. 

 Срабатывает на $p5% чаще за каждый $affected предмет.","$t[A cada $cd s:] Ganha aleatoriamente $p1 $empower $m[ou] $p2 $mana e remove $p3 $mana do oponente $m[ou] remove $p4 de vigor do oponente. 

 Ativa $p5% mais rápido por cada item $affected.","$t[Cada $cd s:] Obtiene al azar $p1 $empower $m[o] consigue $p2 $mana y elimina $p3 $mana del rival $m[o] elimina $p4 de resistencia del rival. 

 Se activa un $p5 % más rápido por cada $affected objeto."
<!MissingKey:251:Platinum Customer Card>,Platinum Customer Card,Platin-Kundenkarte,白金会员卡,プラチナ会員カード,플래티넘 회원 카드,白金會員卡,Carte de fidélité de platine,Платиновая VIP-карта,Cartão de Cliente Platina,Carnet de socio platino
<!MissingKey:252:Piercing Arrow>,Piercing Arrow,Bohrpfeil,穿甲箭,つらぬきの矢,꿰뚫는 화살,穿甲箭,Flèche perforante,Пронзающая стрела,Flecha Perfurante,Flecha penetrante
<!MissingKey:253:Has $chance% chance to inflict $h[1] $poison on activate ($bag).>,Has $chance% chance to inflict $h[1] $poison on activate ($bag).,"Hat $chance% Chance, bei Aktivierung $h[1] $poison zu verursachen ($bag).",在激活时有$chance%的几率施加$h[1] $poison[中毒]效果。,発動時、$chance%の確率で$h[1] $poison を付与する（$bag）,발동 시 $chance%의 확률로 $poison을 $h[1] 부여합니다 ($bag).,在發動時有$chance%的機率施加$h[1]層$poison[中毒]效果。,A $chance % de chance d'infliger $h[1] $poison par activation ($bag).,При срабатывании предмета есть $chance% шанс наложить $h[1] $poison ($bag).,$chance% de chance de infligir $h[1] $poison ao ativar ($bag).,Tiene un $chance % de probabilidad de infligir $h[1] $poison al activarse ($bag).
<!MissingKey:254:$affected Items give $h[+100%] $vampirism. >,"$affected Items give $h[+100%] $vampirism. 

 Attacks $p1% faster for every $vampirism.","$affected Gegenstände erzeugen $h[+100%] $vampirism. 

 Attackiert $p1% schneller pro $vampirism.","$affected的物品给予$h[+100%] $vampirism。

每有一层$vampirism攻击触发快$p1%。","$affectedにあるアイテムの $vampirism $h[+100%] 

$vampirism 1スタックにつき使用速度が$p1%上がる","$affected에 위치한 아이템이 $vampirism을 $h[100%] 추가로 부여합니다.

$vampirism마다 $p1% 빠르게 공격합니다.","$affected的物品給予$h[+100%]$vampirism。
每有一層$vampirism攻擊觸發速度加快$p1%。","Les objets $affected donnent $h[+100 %] de $vampirism. 

 Attaque $p1 % plus vite pour chaque $vampirism.","$affected предметы добавляют $h[+100%] $vampirism. 

 Атакует на $p1% быстрее за каждый эффект $vampirism.","Os itens $affected dão $h[+100%] $vampirism. 

 Ataca $p1% mais rápido por cada $vampirism.","Los $affected objetos te dan $h[+100 %] $vampirism. 

 Ataca $p1 % más rápido por cada $vampirism."
<!MissingKey:255:$t[On stun:] Triggers extra attack.>,$t[On stun:] Triggers extra attack.,$t[Gegner benommen:] Löse einen zusätzlichen Angriff aus.,$t[眩晕对手：]触发额外攻击。,$t[スタン時：]追加攻撃を行う,$t[기절 시:] 추가 공격을 가합니다.,$t[暈眩對手時：]觸發額外攻擊。,$t[Par étourdissement :] déclenche une attaque supplémentaire.,$t[При оглушении:] наносит дополнительную атаку.,$t[Ao atordoar:] Ativa um ataque adicional.,$t[Al aturdir:] Activa un ataque adicional.
<!MissingKey:256:$t[$p1 $bl reached:] Consume this and convert $p2 health to $block $bl.>,$t[$p1 $bl reached:] Consume this and convert $p2 health to $block $bl.,$t[$p1 $bl erreicht:] Trinke aus und wandle $p2 Leben in $block $bl um.,$t[当你至少有$p1点$bl时：]消耗此魔药，转换$p2点生命值为$block点$bl。,$t[$p1 $bl 到達時：]このアイテムを消費して、$p2体力を$block $bl に変換する,$t[$bl이 $p1에 도달 시:] 포션을 소모해 $p2 체력을 $bl $block로 변환합니다.,$t[當你至少有$p1點$bl：]消耗此魔藥，轉換$p2點生命值為$block點$bl。,$t[En atteignant $p1 $bl :] consommez ceci et convertissez $p2 PV en $bl $block.,"$t[При $p1 $bl:] расходуется, чтобы превратить $p2 ед. здоровья в $block $bl.",$t[Ao alcançar $p1 $bl:] Consome isto e converte $p2 de vida em $block $bl.,$t[Al alcanzar $p1 $bl:] Consume la poción y transforma $p2 PS en $block $bl.
<!MissingKey:257:Lucky Piggy>,Lucky Piggy,Glücksschweinchen,幸运存钱罐,幸運のブタちゃん,행운의 돼지저금통,幸運存錢罐,Tirelire porte-bonheur,Копилка удачи,Cofrinho da Sorte,Cerdito de la suerte
"<!MissingKey:258:$c[Weapon sockets:] $m[On hit:] $chance% chance to ignore $bl, gain $p1 $mana and inflict $p4 $cold. $c[Armor & other sockets:] $m[$p2 $mana gained:] Gain $p3 $bl. $c[Backpack:] $m[After $cds:] Inflict $p5 $cold.>","$c[Weapon sockets:] $m[On hit:] $chance% chance to ignore $bl, gain $p1 $mana and inflict $p4 $cold. $c[Armor & other sockets:] $m[$p2 $mana gained:] Gain $p3 $bl. $c[Backpack:] $m[After $cds:] Inflict $p5 $cold.","$c[Waffensockel:] $m[Bei Treffer:] $chance% Chance, Leben direkt anzugreifen, $p1 $mana zu erhalten und $p4 $cold zu verursachen. $c[Rüstung & andere Sockel:] $m[$p2 $mana erzeugt:] Erhalte $p3 $bl. $c[Rucksack:] $m[Nach $cds:] Verursache $p5 $cold.",$c[放入武器槽：] $m[击中对手：]将有$chance%的几率无视$bl直接攻击，并获得$p1点$mana还会向对手施加$p4层$cold。$c[放入护甲或其他槽：] $m[每获得$p2点$mana：]将获得$p3点$bl。$c[放入背包：] $m[$cds后：]向对手施加$p5层$cold。,$c[武器に装着：]$m[ヒット時：]$chance%の確率で $bl を無視し、$p1 $mana を獲得し、$p4 $cold を付与する $c[非武器に装着：] $m[$p2 $mana 獲得毎：]$p3 $bl を獲得する $c[バックパックに配置：]$m[$cd秒後：]$p5 $cold を付与する,"$c[무기 소켓:] $m[적중 시:] $chance%의 확률로 $bl를 무시하고, $mana를 $p1 획득하고, $cold를 $p4 부여합니다. $c[방어구 및 기타 소켓:] $m[$mana를 $p2 획득 시:] $bl를 $p3 획득합니다. $c[배낭:] $m[$cd초 후:] $cold를 $p5 부여합니다.",$c[放入武器槽：]$m[命中時：]有$chance%的機率直接消耗對手生命值，並獲得$p1點$mana還會施加$p4層$cold。$c[放入護甲或其他槽位：]$m[每獲取$p2點$mana：]將獲得$p3點$bl。$c[放入背包：]$m[$cd秒後：]施加$p5層$cold。,"$c[Emplacements d'armes :] $m[Par coup :] $chance % de chance d'ignorer $bl, gagnez $p1 $mana et infligez $p4 $cold. $c[Armure et autres emplacements :] $m[En gagnant $p2 $mana :] gagnez $p3 $bl. $c[Sac à dos :] $m[Après $cd s :] infligez $p5 $cold.","$c[В слоте оружия:] $m[При попадании:] шанс $chance% проигнорировать $bl, получить $p1 $mana и наложить на противника $p4 $cold. $c[В слоте брони/в другом слоте:] $m[При получении $p2 $mana:] добавляет $p3 $bl. $c[В рюкзаке:] $m[Через $cd сек.:] накладывает $p5 $cold.","$c[Engastes de armas:] $m[Ao acertar:] $chance% de chance de ignorar $bl, ganha $p1 $mana e inflige $p4 $cold. $c[Demais engastes:] $m[$p2 $mana ganho:] Ganha $p3 $bl. $c[Mochila:] $m[Após $cd s:] Inflige $p5 $cold.","$c[Ranuras de arma:] $m[Al golpear:] $chance % de probabilidad de ignorar $bl, obtiene $p1 $mana e inflige $p4 $cold. $c[Ranuras de armadura y otras:] $m[Al ganar $p2 $mana:] Obtiene $p3 $bl. $c[Mochila:] $m[Tras $cd s:] Inflige $p5 $cold."
<!MissingKey:259:Flawless Amethyst>,Flawless Amethyst,Makelloser Amethyst,优质紫水晶,無傷のアメシスト,티 없는 자수정,優質紫水晶,Améthyste idéale,Безупречный аметист,Ametista Impecável,Amatista inmaculada
<!MissingKey:260:$t[Every $cds:] $affected items trigger $p1% faster (up to $p2 times). Remove $p3 $lucky from your opponent.>,$t[Every $cds:] $affected items trigger $p1% faster (up to $p2 times). Remove $p3 $lucky from your opponent.,$t[Alle $cds:] $affected Gegenstände aktivieren $p1% schneller (bis zu $p2 mal). Entferne $p3 $lucky deines Gegners.,$t[每$cds：]$affected的物品触发快$p1%（最多$p2次）。移除对手$p3点$lucky。,$t[$cd秒毎：]$affectedにあるアイテムの使用速度が$p1%上がる（最大$p2回まで）。相手から$p3 $lucky を除去する,$t[$cd초마다:] $affected에 위치한 아이템이 $p1% 빠르게 발동합니다 (최대 $p2번). 상대의 $lucky을 $p3 제거합니다.,$t[每$cds：]$affected的物品觸發快$p1%（最多$p2次）。移除對手$p3點$lucky。,$t[Toutes les $cd s :] les objets $affected se déclenchent $p1 % plus vite (jusqu'à $p2 fois). Retirez $p3 $lucky à votre adversaire.,$t[Раз в $cd сек.:] $affected предметы срабатывают на $p1% чаще (не более $p2 раз). Снимает с противника $p3 $lucky.,$t[A cada $cd s:] os itens $affected ativam $p1% mais rápido (até $p2 vezes). Remove $p3 $lucky do oponente.,$t[Cada $cd s:] Los $affected objetos se activan un $p1 % más rápido (máximo: $p2 veces). Elimina $p3 $lucky del rival.
<!MissingKey:261:$affected items give +$p3% $bl. $t[$affected items gained $p4 $bl:] Gain $h[1] $mana. $t[On attacked ($melee/$ranged):] $chance% chance to prevent $p1 damage and remove \~$p2 stamina from your opponent.>,$affected items give +$p3% $bl. $t[$affected items gained $p4 $bl:] Gain $h[1] $mana. $t[On attacked ($melee/$ranged):] $chance% chance to prevent $p1 damage and remove \~$p2 stamina from your opponent.,"$affected Gegenstände erzeugen +$p3% $bl. Pro $p4 $bl die sie erzeugen, erhältst du $h[1] $mana. $t[Bei Angriff ($melee/$ranged):] $chance% Chance, \~$p1 Schaden zu vermeiden und \~$p2 Ausdauer vom Gegner zu entfernen.",$affected的物品得到$p3%的$bl加成。$t[$affected的物品每得到$p4点$bl：]将获得$h[1]点$mana。$t[被攻击时（$melee/$ranged）：]有$chance%的几率抵挡$p1点伤害并移除对手$p2点耐力。,$affectedにあるアイテムの $bl +$p3% $t[$affectedにあるアイテムが$p4 $bl 獲得毎：]$h[1] $mana を獲得する $t[被攻撃時（$melee/$ranged）：]$chance%の確率で$p1ダメージを防ぎ、相手から$p2スタミナを除去する,"$affected에 위치한 아이템이 $bl를 $p3% 추가로 제공합니다. $t[$affected에 위치한 아이템이 $bl를 $p4 획득 시:] $mana를 $h[1] 획득합니다. $t[공격 받을 시 ($melee/$ranged):] $chance%의 확률로 피해를 $p1 막고, 상대의 스태미나를 $p2 제거합니다.",$affected的物品得到$p3%的$bl加成。$t[$affected的物品每得到$p4點$bl：]將獲得$h[1]點$mana。$t[被攻擊時（$melee/$ranged）：]有$chance%的幾率抵擋$p1點傷害並移除對手$p2點耐力。,Les objets $affected donnent +$p3 % de $bl. $t[Tous les $p4 $bl objets $affected gagnés :] gagnez $h[1] $mana. $t[En recevant une attaque ($melee/$ranged) :] $chance % de chance d'empêcher $p1 dégâts et de retirer $p2 d'endurance à l'adversaire.,$bl от $affected предметов +$p3%. $t[$affected предметы получают $p4 $bl:] добавляет $h[1] $mana. $t[При входящей атаке ($melee/$ranged):] шанс $chance% игнорировать $p1 ед. урона и отнять $p2 ед. энергии у противника.,Itens $affected dão +$p3% $bl. $t[Itens $affected ganharam $p4 $bl:] Ganha $h[1] $mana. $t[Ao sofrer ataque ($melee/$ranged):] $chance% de chance de prevenir $p1 de dano e remover $p2 de vigor do oponente.,Los objetos $affected dan +$p3 % más de $bl. $t[Objetos $affected ganados $p4 $bl] Obtiene $h[1] $mana. $t[Al recibir un ataque ($melee/$ranged):] $chance % de probabilidad de evitar $p1 de daño y eliminar $p2 de resistencia del rival.
<!MissingKey:262:$c[Weapon sockets:] $m[On hit:] $chance% chance to remove a random buff from your opponent. $c[Armor & other sockets:] Reduce opponent’s healing by $p1%. $c[Backpack:] $m[Every $cds:] Cleanse $h[1] debuff. >,$c[Weapon sockets:] $m[On hit:] $chance% chance to remove a random buff from your opponent. $c[Armor & other sockets:] Reduce opponent’s healing by $p1%. $c[Backpack:] $m[Every $cds:] Cleanse $h[1] debuff. ,"$c[Waffensockel:] $m[Bei Treffer:] $chance% Chance, einen Buff vom Gegner zu entfernen. $c[Rüstung & andere Sockel:] Gegnerische Heilung ist um $p1% reduziert. $c[Rucksack:] $m[Alle $cds:] Entferne $h[1] Debuff. ",$c[放入武器槽：] $m[击中对手：]将有$chance%的几率移除对手的一个随机增益效果。$c[放入护甲或其他槽：] 对手的生命值恢复效果降低$p1%。$c[放入背包：] $m[每$cds：]净化自身$h[1]个随机减益效果。,$c[武器に装着：]$m[ヒット時：]$chance%の確率で相手から1バフを除去する $c[非武器に装着：]相手の回復量 -$p1% $c[バックパックに配置：]$m[$cd秒毎：]$h[1]デバフを解除する,$c[무기 소켓:] $m[적중 시:] $chance%의 확률로 상대의 무작위 버프를 제거합니다. $c[방어구 및 기타 소켓:] 상대의 회복량이 $p1% 감소합니다. $c[배낭:] $m[$cd초마다:] 디버프를 $h[1]개 정화합니다.,$c[放入武器槽：]$m[命中時：]有$chance%的機率移除對手的一個隨機增益效果。$c[放入護甲或其他槽位：]對手的生命值恢復效果降低$p1%。$c[放入背包：]$m[每$cd秒：]淨化自身一個隨機減益效果。,$c[Emplacements d'armes :] $m[Par coup :] $chance % de chance de retirer un bonus aléatoire à votre adversaire. $c[Armure et autres emplacements :] réduisez la guérison de votre adversaire de $p1 %. $c[Sac à dos :] $m[Toutes les $cd s :] purgez $h[1] malus aléatoire.,$c[В слоте оружия:] $m[При попадании:] шанс $chance% снять случайное усиление с противника. $c[В слоте брони/в другом слоте:] Эффекты восстановления здоровья противника снижаются на $p1%. $c[В рюкзаке:] $m[Раз в $cd сек.:] снимает с героя $h[1] негативный эффект.,$c[Engastes de armas:] $m[Ao acertar:] $chance% de chance de remover um buff aleatório do oponente. $c[Demais engastes:] Diminui a cura do oponente em $p1%. $c[Mochila:] $m[A cada $cd s:] Purifica $h[1] debuff aleatório.,$c[Ranuras de arma:] $m[Al golpear:] $chance % de probabilidad de eliminar una ventaja al azar del rival. $c[Ranuras de armadura y otras:] Reduce la curación del rival un $p1 %. $c[Mochila:] $m[Cada $cd s:] Elimina $h[1] desventaja.
<!MissingKey:263:$t[On attacked ($melee):] $chance% chance to prevent $p1 damage and remove \~ $p2 stamina from opponent.>,$t[On attacked ($melee):] $chance% chance to prevent $p1 damage and remove \~ $p2 stamina from opponent.,"$t[Bei $melee-Angriff:] $chance% Chance, \~ $p1 Schaden zu vermeiden und \~ $p2 Ausdauer vom Gegner zu entfernen. ",$t[受到攻击 （$melee）：]将有$chance%的几率抵挡$p1点伤害并移除对手$p2点耐力。,$t[被攻撃時（$melee）：]$chance%の確率で$p1ダメージを防ぎ、相手から$p2スタミナを除去する,"$t[공격 받을 시 ($melee):] $chance%의 확률로 피해를 $p1 막고, 상대의 스태미나를 $p2 제거합니다.",$t[受到攻擊（近戰）：]有$chance%的機率抵擋$p1點傷害並移除對手$p2點耐力。,$t[En recevant une attaque ($melee) :] $chance % de chance d'empêcher $p1 dégâts et de retirer $p2 d'endurance à l'adversaire.,$t[При входящей атаке ($melee):] шанс $chance% заблокировать $p1 ед. урона и отнять у противника $p2 ед. энергии.,$t[Ao sofrer ataque ($melee):] $chance% de chance de prevenir $p1 de dano e remover $p2 de vigor do oponente.,$t[Al recibir un ataque ($melee):] $chance % de probabilidad de evitar $p1 de daño y quitarle $p2 de resistencia al rival.
<!MissingKey:264:Strong Heroic Potion>,Strong Heroic Potion,Starker Heldentrunk,强力英勇魔药,ハイヒーローポーション,강력한 영웅의 포션,強效英勇魔藥,Potion héroïque forte,Усиленное героическое зелье,Poção Heroica Potente,Poción heroica potente
<!MissingKey:265:$t[On hit:] Use $p1 $mana: This and \~$affected $h[Weapons] gain $p2 damage.>,$t[On hit:] Use $p1 $mana: This and \~$affected $h[Weapons] gain $p2 damage.,$t[Bei Treffer:] Nutze $p1 $mana: Dieser Gegenstand und $affected $h[Waffen] verursachen +$p2 Schaden.,击中对手时：消耗$p1点$mana，此物品和$affected的$h[武器]获得$p2点伤害加成。,$t[ヒット時：]$p1 $mana を消費して、この武器と$affectedにある$h[武器]のダメージ値が$p2増える,$t[적중 시:] $mana를 $p1 사용: 이 아이템과 $affected에 위치한 $h[무기]가 가하는 피해가 $p2 증가합니다.,命中對手時：消耗$p1點$mana，此物品和$affected的$h[武器]獲得$p2點傷害加成。,$t[Par coup :] utilisez $p1 $mana : ceci et les $h[Armes] $affected gagnent $p2 de dégâts.,$t[При попадании:] использует $p1 $mana: сам факел и $affected $h[оружие] получают +$p2 ед. урона.,$t[Ao acertar:] Gasta $p1 $mana: Este item e as $h[Armas] $affected ganhem $p2 de dano.,$t[Al golpear:] Usa $p1 $mana: Esta y otras $affected $h[Armas] causan $p2 más de daño.
<!MissingKey:266:Vampiric Armor>,Vampiric Armor,Vampirischer Panzer,吸血护甲,吸血鬼の鎧,흡혈의 갑옷,吸血護甲,Armure vampirique,Вампирический доспех,Armadura Vampírica,Armadura vampírica
<!MissingKey:267:Strong Stone Skin Potion>,Strong Stone Skin Potion,Starker Steinhauttrank,强力硬化魔药,極硬肌のポーション,강력한 돌 피부 포션,強效硬化魔藥,Potion de peau de pierre forte,Усиленное зелье каменной кожи,Poção Casca-Grossa Potente,Poción fortapétrea potente
<!MissingKey:268:$t[Start of battle:] Gain $p1 $vampirism. $t[On hit:] Use $p2 $regen to gain $p3 $vampirism. >,"$t[Start of battle:] Gain $p1 $vampirism. $t[On hit:] Use $p2 $regen to gain $p3 $vampirism. 

 Deals $h[+1] maximum damage per $vampirism.","$t[Kampfbeginn:] Erhalte $p1 $vampirism. $t[Bei Treffer:] Nutze $p2 $regen, um $p3 $vampirism zu erhalten. Erhält $h[1] Maximalschaden pro $vampirism. ","$t[战斗开始时：]获得$p1层$vampirism。$t[击中对手时：]消耗$p2层$regen以获得$p3层$vampirism。

每有一层$vampirism，最大伤害增加$h[1]。","$t[バトル開始時：]$p1 $vampirism を獲得する $t[ヒット時：]$p2 $regen を消費して、$p3 $vampirism を獲得する 

 $vampirism 1スタックにつき最大ダメージ $h[+1]","$t[전투 시작 시:] $vampirism을 $p1 획득합니다. $t[적중 시:] $regen을 $p2 사용해 $vampirism을 $p3 획득합니다.

$vampirism마다 최대 피해가 $h[1]씩 증가합니다.",$t[戰鬥開始時：]獲得$p1層$vampirism。$t[命中時：]消耗$p2層$regen以獲得$p3層$vampirism。每有一層$vampirism，最大傷害增加$h[1]點。,"$t[Au début du combat :] gagnez $p1 $vampirism. $t[Par coup :] utilisez $p2 $regen pour gagner $p3 $vampirism. 

 Les dégâts max augmentent de $h[1] par $vampirism.","$t[Начало боя:] добавляет $p1 $vampirism. $t[При попадании:] использует $p2 $regen и добавляет $p3 $vampirism. 

 Максимальный урон $h[+1] за каждый эффект $vampirism.","$t[Início da batalha:] Ganha $p1 $vampirism. $t[Ao acertar:] Usa $p2 $regen para ganhar $p3 $vampirism. 

 Causa $h[+1] de dano máximo por $vampirism.","$t[Al comienzo de la batalla:] Obtiene $p1 $vampirism. $t[Al golpear:] Usa $p2 $regen para obtener $p3 $vampirism. 

 El daño máx. aumenta en $h[1] por cada $vampirism."
<!MissingKey:269:Dagger>,Dagger,Dolch,匕首,ダガー,단검,匕首,Dague,Кинжал,Adaga,Daga
<!MissingKey:270:$t[Start of battle:] Gain $p3 $heat. $reflect[Reflect] $p1 debuffs. >,"$t[Start of battle:] Gain $p3 $heat. $reflect[Reflect] $p1 debuffs. 

 Hatches after $p2 rounds in your backpack.","$t[Kampfbeginn:] Erhalte $p3 $heat. $reflect[Reflektiere] $p1 Debuffs. 

 Schlüpft nach $p2 Runden in deinem Rucksack.","$t[战斗开始：]获得$p3层$heat。$reflect[反弹] $p1层减益效果。 

在你的背包存放$p2回合后孵化。","$t[バトル開始時：]$p3 $heat を獲得し、$p1デバフを$reflect[反射]する

バックパックに入れておくと$p2ラウンド後にふ化する","$t[전투 시작 시:] $heat를 $p3 획득합니다. 디버프를 $p1개 $reflect[반사]합니다.

배낭 안에서 $p2 라운드 경과 시 부화합니다.","$t[戰鬥開始：]獲得$p3層$heat。$reflect[反彈]$p1层減益效果。
在你的背包存放$p2回合後孵化。","$t[Au début du combat :] gagnez $p3 $heat. $reflect[Renvoyez] $p1 malus. 

 Éclot après $p2 tours dans votre sac à dos.","$t[Начало боя:] добавляет $p3 $heat. $reflect[Отражает] до $p1 негативных эффектов. 

 Вылупляется после $p2 раундов в рюкзаке.","$t[Início da batalha:] Ganha $p3 $heat. $reflect[Reflete] $p1 debuffs. 

 Choca-se após $p2 rodadas na sua mochila.","$t[Al comienzo de la batalla:] Obtiene $p3 $heat. $reflect[Devuelve] $p1 desventajas. 

 Eclosiona tras $p2 rondas en la mochila."
<!MissingKey:271:Storage Coffin>,Storage Coffin,Reisesarg,储物棺材,棺型バッグ,보관용 관,儲物棺材,Cercueil de réserve,Гроб-чемодан,Caixão de Armazenamento,Ataúd de almacenamiento
