key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:326:$t[Start of battle:] Inflict $p1 random debuffs. $t[On hit:] Remove a random buff from your opponent.>,$t[Start of battle:] Inflict $p1 random debuffs. $t[On hit:] Remove a random buff from your opponent.,$t[Kampfbeginn:] Verursache $p1 zufällige Debuffs. $t[Bei Treffer:] Entferne einen zufälligen Buff vom Gegner.,$t[战斗开始时：]向对手施加$p1层随机减益效果。$t[击中对手时：]移除对手一个随机增益效果。,$t[バトル開始時：]$p1デバフを付与する $t[ヒット時：]相手から1バフを除去する,$t[전투 시작 시:] 무작위 디버프를 $p1개 부여합니다. $t[적중 시:] 상대의 무작위 버프를 제거합니다.,$t[戰鬥開始時：]向對手施加$p1層隨機減益效果。$t[命中對手時：]移除對手一個隨機增益效果。,$t[Au début du combat :] infligez $p1 malus aléatoires. $t[Par coup :] retirez un bonus aléatoire à votre adversaire.,$t[Начало боя:] накладывает до $p1 случайных негативных эффектов. $t[При попадании:] снимает с противника случайное усиление.,$t[Início da batalha:] Inflige $p1 debuffs aleatórios. $t[Ao acertar:] Remove um buff aleatório do oponente.,$t[Al comienzo de la batalla:] Inflige $p1 desventajas al azar. $t[Al golpear:] Elimina una ventaja al azar del rival.
<!MissingKey:327:Goobling>,Goobling,Schlötzchen,黏宝宝,チビバート,슬블링,黏寶寶,Viskelin,Росток Слаймера,Gosminho,Viscosete
<!MissingKey:328:Items of $h[all classes] are offered in the shop. $t[After $cds:] Gain $h[1] of every type of buff.>,Items of $h[all classes] are offered in the shop. $t[After $cds:] Gain $h[1] of every type of buff.,Gegenstände $h[aller] Klassen werden im Laden angeboten. $t[Nach $cds:] Erhalte $h[1] von jedem Buff.,可获得$h[所有职业]物品。$t[$cds后：]获得$h[1]层每种增益效果。,$h[全クラス]の固有アイテムがショップで売られるようになる $t[$cd秒後：]全種類のバフを$h[1]ずつ獲得する,$h[모든] 직업의 아이템이 상점에 등장합니다. $t[$cd초 후:] 모든 유형의 버프를 $h[1] 획득합니다.,可獲得$h[所有職業]物品。 $t[$cds後：]獲得$h[1]層每種增益效果。,Des objets de $h[toutes classes] sont disponibles dans la boutique. $t[Après $cd s :] gagnez $h[1] de chaque type de bonus.,Предметы $h[всех классов] будут продаваться в магазине. $t[Через $cd сек.:] каждый тип усиления повышается на $h[1].,Itens de $h[todas as classes] são disponibilizados na loja. $t[Após $cd s:] Ganhe $h[1] buff de cada tipo.,Los objetos de $h[todas las clases] se venden en la tienda. $t[Tras $cd s:] Obtiene $h[1] por cada tipo de ventaja.
<!MissingKey:329:Spiked Collar>,Spiked Collar,Stachelhalsband,尖刺项圈,トゲつきチョーカー,가시 목걸이,尖刺項圈,Collier à pointes,Ошейник с шипами,Gargantilha de Espinhos,Collar de pinchos
<!MissingKey:330:Time Melting>,Time Melting,Zeitschmelze,时间融化,時間融解,시간 융해,時間融化,Fonte temporelle,Растворение времени,Fusão do Tempo,Fusión temporal
<!MissingKey:331:Girl Power>,Girl Power,Frauenpower,怪力少女,ガールパワー,걸 파워,怪力少女,Féminergie,Девичья мощь,Poder Feminino,Poder femenino
<!MissingKey:332:$t[On hit:] $chance% chance to inflict $p1 $cold. $t[Opponent reaches $p3 $cold:] Gain $p4 $vampirism (once). >,"$t[On hit:] $chance% chance to inflict $p1 $cold. $t[Opponent reaches $p3 $cold:] Gain $p4 $vampirism (once). 

 Deals $h[+1] damage per $vampirism and +$p2 per $cold of your opponent.","$t[Bei Treffer:] $chance% Chance, $p1 $cold zu verursachen. $t[Gegner erreicht $p3 $cold:] Erhalte $p4 $vampirism (einmalig). 

 Verursacht $h[+1] Schaden pro $vampirism und +$p2 $cold auf deinem Gegner.","$t[击中对手时：]有$chance%的几率向对手施加$p1层$cold。$t[对手的$cold层数达到$p3时：]获得$p4层$vampirism（单次触发）。

每有一层$vampirism伤害$h[+1]，对手每有一层$cold伤害+$p2。","$t[ヒット時：]$chance%の確率で$p1 $cold を付与する $t[相手が$p3 $cold 到達時：]$p4 $vampirism を獲得する（1回のみ）

$vampirism 1スタックにつき与ダメージ $h[+1]、相手の $cold 1スタックにつき与ダメージ +$p2","$t[적중 시:] $chance%의 확률로 $cold를 $p1 부여합니다. $t[상대의 $cold가 $p3에 도달 시:] $vampirism을 $p4 획득합니다 (한 번).

가하는 피해가 $vampirism마다 $h[1], 상대의 $cold마다 $p2 증가합니다. ","$t[擊中對手時：]有$chance%的幾率向對手施加$p1層$cold。$t[對手的$cold層數達到$p3時：]獲得$p4層$vampirism（單次觸發）。

每有一層$vampirism傷害$h[+1]，對手每有一層$cold傷害+$p2。","$t[Par coup :] $chance % de chance d'infliger $p1 $cold. $t[L'adversaire atteignant $p3 $cold :] gagnez $p4 $vampirism (une fois). 

 Infligez $h[+1] de dégâts par $vampirism et +$p2 par $cold de votre adversaire.","$t[При попадании:] шанс $chance% наложить на противника $p1 $cold. $t[Когда у противника не менее $p3 $cold:] добавляет герою $p4 $vampirism. 

 Наносит $h[+1] ед. урона за каждый эффект $vampirism на герое и +$p2 за каждый эффект $cold на противнике (один раз за бой).","$t[Ao acertar:] $chance% de chance de inflige $p1 $cold. $t[Oponente alcança $p3 $cold:] Ganha $p4 $vampirism (uma vez). 

 Causa $h[+1] de dano por $vampirism e +$p2 por $cold do oponente.","$t[Al golpear:] $chance % de probabilidad de infligir $p1 $cold. $t[Al alcanzar el rival $p3 $cold:] Obtiene $p4 $vampirism (una vez). 

 Inflige $h[+1] de daño por cada $vampirism y +$p2 de daño por cada $cold del rival."
<!MissingKey:333:$affected $h[Shields] have +$p_chance% chance to block. >,"$affected $h[Shields] have +$p_chance% chance to block. 

 $affected $h[Armors] trigger $p_speed% faster.","$affected $h[Schilde] haben +$p_chance% Blockchance. 

 $affected $h[Rüstungen] aktivieren $p_speed% schneller.","$affected的$h[护盾]+$p_chance%抵挡效果。

 $affected的$h[护甲]效果触发快$p_speed%。","$affectedにある$h[盾]の発動確率 +$p_chance% 

$affectedにある$h[鎧]の使用速度が$p_speed%上がる","$affected에 위치한 $h[방패]가 공격을 차단할 확률이 $p_chance% 증가합니다.

$affected에 위치한 $h[갑옷]이 $p_speed% 빠르게 발동합니다.","$affected的$h[護盾]+$p_chance%抵擋效果。

 $affected的$h[護甲]效果觸發快$p_speed%。","Les $h[Boucliers] $affected ont +$p_chance % de chance de blocage. 

 Les $h[Armures] $affected se déclenchent $p_speed % plus vite.","$affected $h[Щиты] повышают шанс блока на $p_chance%. 

 $affected $h[броня] активируется на $p_speed% чаще.","$affected $h[Escudos] têm +$p_chance% de chance de bloquear. 

 $h[Armaduras] $affected ativam $p_speed% mais rápido.","Los $h[escudos] $affected tienen un $p_chance % más de probabilidad de bloquear. 

 Las $h[armaduras] $affected se activan un $p_speed % más rápido."
<!MissingKey:334:Emerald Egg>,Emerald Egg,Smaragdei,翡翠龙蛋,エメラルドエッグ,에메랄드 알,綠寶石龍蛋,Œuf émeraude,Изумрудное яйцо,Ovo de Esmeralda,Huevo esmeralda
"<!MissingKey:335:$affected items give +$p_block% $bl. $t[If you have $h[exactly 1] Armor, Helmet and Shoes:] \~Reduce $melee/$ranged/$effect-damage taken \~by $p_damreduction. $t[Every $cds:] Gain $block $bl.>","$affected items give +$p_block% $bl. $t[If you have $h[exactly 1] Armor, Helmet and Shoes:] \~Reduce $melee/$ranged/$effect-damage taken \~by $p_damreduction. $t[Every $cds:] Gain $block $bl.","$affected Gegenstände geben +$p_block% $bl. $t[Wenn du $h[genau 1] Rüstung, Helm und Schuhe hast:] \~Reduziere $melee/$ranged/$effect-Schaden um $p_damreduction. $t[Alle $cds:] Erhalte $block $bl.",$affected的物品提供的$bl +$p_block%。$t[如果你$h[刚好有1个]护甲，头盔和鞋子：]减少$p_damreduction受到的$melee/$ranged/$effect伤害。$t[每$cds：]获得$block层$bl。,$affectedにあるアイテムの $bl +$p_block% $t[鎧、兜、靴を$h[ちょうど1個ずつ]持っている場合：]受ける $melee/$ranged/$effect ダメージが$p_damreduction減る $t[$cd秒毎：]$block $bl を獲得する,"$affected에 위치한 아이템이 $bl를 $p_block% 추가로 제공합니다. $t[$h[정확히 1개]의 갑옷, 헬멧, 신발을 보유할 시:] 받는 $melee/$ranged/$effect 피해가 $p_damreduction만큼 감소합니다. $t[$cd초마다:] $bl를 $block 획득합니다.",$affected的物品提供的$bl +$p_block%。$t[如果你$h[剛好有1個]護甲，頭盔和鞋子：]減少$p_damreduction受到的$melee/$ranged/$effect傷害。$t[每$cds：]獲得$block層$bl。,"Les objets $affected donnent +$p_block % $bl. $t[Si vous avez $h[exactement 1] Armure, casque et chaussures :] réduisez les dégâts $melee/$ranged/$effect subis à hauteur de $p_damreduction. $t[Toutes les $cd s :] gagnez $block $bl.","$affected предметы добавляют +$p_block% $bl. $t[Если у героя есть $h[ровно 1] доспех, шлем и обувь:] снижает $melee/$ranged/$effect-урон на $p_damreduction. $t[Раз в $cd сек.:] добавляет $block $bl.","Os itens $affected concedem +$p_block% $bl. $t[Se você tiver $h[exatamente 1] Armadura, Elmo e Sapatos:] Reduz o dano recebido de $melee/$ranged/$effect em $p_damreduction. $t[A cada $cd s:] Ganha $block $bl.","$affected objetos dan +$p_block % de $bl. $t[Si tienes $h[exactamente 1] armadura, casco y zapatos:] reduces el daño recibido de $melee/$ranged/$effect en $p_damreduction. $t[Cada $cd s:] ganas $block $bl."
CARD_DUPLICATES,(Number of duplicates: $num),(Anzahl der Duplikate: $num),（重复的卡牌数：$num）,（重複したカードの枚数：$num）,(중복되는 카드 수: $num),（重複的卡牌數：$num）,(Nombre de doubles : $num),(Кол-во повторяющихся карт: $num),(Repetidas: $num),(Número de cartas duplicadas: $num)
<!MissingKey:337:Wonky Snowman>,Wonky Snowman,Wackeliger Schneemann,摇晃雪人,グラグラ雪ダルマ,흔들거리는 눈사람,搖晃雪人,Bonhomme de neige tordu,Ненадежный снеговик,Boneco de Neve Torto,Muñeco de nieve torcido
<!MissingKey:338:$t[Start of battle:] Gain $block $bl. $t[$affected items gained $p_blockt $bl:] Gain $p_empower $empower.>,$t[Start of battle:] Gain $block $bl. $t[$affected items gained $p_blockt $bl:] Gain $p_empower $empower.,$t[Bei Kampfbeginn:] Erhalte $block $bl. $t[$affected Gegenstände erzeugen $p_blockt $bl:] Erhalte $p_empower $empower.,$t[战斗开始时：]获得$block点$bl。$t[$affected的物品获得$p_blockt点$bl时：]获得$p_empower层$empower。,$t[バトル開始時：]$block $bl を獲得する $t[$affectedにあるアイテムが$p_blockt $bl 獲得毎：]$p_empower $empower を獲得する,$t[전투 시작 시:] $bl를 $block 획득합니다. $t[$affected에 위치한 아이템이 $bl를 $p_blockt 획득 시:] $empower를 $p_empower 획득합니다.,$t[戰鬥開始時：]獲得$block點$bl。$t[$affected的物品獲得$p_blockt點$bl時：]獲得$p_empower層$empower。,$t[Au début du combat :] gagnez $block $bl. $t[Les objets $affected gagnent $p_blockt $bl :] gagnez $p_empower $empower.,$t[Начало боя:] добавляет $block $bl. $t[Если $affected предметы накопят $p_blockt $bl:] добавляет $p_empower $empower.,$t[Início da batalha:] Ganhe $block $bl. $t[Itens $affected deram $p_blockt $bl:] Ganhe $p_empower $empower.,$t[Al comienzo de la batalla:] Obtiene $block $bl. $t[Si los $affected objetos obtienen $p_blockt $bl]: Obtiene $p_empower $empower.
<!MissingKey:339:$red[Your] and your opponent’s $h[Weapons] attack $p_slow% slower. $t[Every $cds:] Your item with the highest cooldown triggers $p_speed% faster.>,$red[Your] and your opponent’s $h[Weapons] attack $p_slow% slower. $t[Every $cds:] Your item with the highest cooldown triggers $p_speed% faster.,$red[Deine] $h[Waffen] und die deines Gegners greifen $p_slow% langsamer an. $t[Alle $cds:] Dein Gegenstand mit der höchsten Abklingzeit aktiviert $p_speed% schneller.,$red[你]和对手的$h[武器]攻击速度减慢$p_slow%。$t[每$cds：]你的物品中冷却时间最长的触发速度快$p_speed%。,$red[自分]と相手の$h[武器]の使用速度が$p_slow%下がる $t[$cd秒毎：]自分の最もクールダウンが長いアイテムの使用速度が$p_speed%上がる,$red[나]와 상대방의 $h[무기]가 $p_slow% 느리게 공격합니다. $t[$cd초마다:] 가장 긴 재사용 대기 시간을 지닌 내 아이템이 $p_speed% 빠르게 발동합니다.,$red[你]和對手的$h[武器]攻擊速度減慢$p_slow%。$t[每$cds：]你的物品中冷卻時間最長的觸發速度快$p_speed%。,$red[Vos] $h[Armes] et celles de votre adversaire attaquent $p_slow % moins vite. $t[Toutes les $cd s :] votre objet dont le temps de recharge est le plus élevé se déclenche $p_speed % plus vite.,"Скорость атаки $h[оружия] (и $red[ваша], и противника) замедляется на $p_slow%. $t[Раз в $cd сек.:] предмет в вашей сумке с самой долгой перезарядкой срабатывает на $p_speed% чаще.",$red[Suas] e as $h[Armas] do oponente atacam $p_slow% mais devagar. $t[A cada $cd s:] Seu item com o maior tempo de recarga ativa $p_speed% mais rápido.,Las $h[armas] $red[tuyas] y de tu rival atacan un $p_slow % más lento. $t[Cada $cd s:] Tu objeto con la mayor recarga se activa un $p_speed % más rápido.
<!MissingKey:340:Utility Pouch>,Utility Pouch,Werkzeugtasche,工具袋,便利ポーチ,다용도 주머니,工具袋,Sacoche utilitaire,Сумка для инструментов,Cinto de Ferramentas,Bolsa multiusos
<!MissingKey:341:Burning Banner>,Burning Banner,Flammenbanner,燃烧旗帜,燃えさかる旗印,불타는 깃발,燃燒旗幟,Bannière brûlante,Пылающее знамя,Estandarte Incendiado,Estandarte ardiente
<!MissingKey:342:Leaf Badge>,Leaf Badge,Blattabzeichen,绿叶徽章,リーフバッジ,나뭇잎 배지,綠葉徽章,Insigne de feuille,Значок листа,Broche de Folha,Medalla de hoja
<!MissingKey:343:Smelly Wall>,Smelly Wall,Stinkewand,大蒜挂壁,臭い立つ防壁,냄새나는 장벽,大蒜掛壁,Mur fétide,Смердящий барьер,Parede Fedorenta,Pared apestosa
"<!MissingKey:344:$t[$p1 $affected item activations:] Heal for $p_heal, protect $p_buffs buffs from removal and use $p_mana $mana to become invulnerable for $p5s (up to $p_charges times). >","$t[$p1 $affected item activations:] Heal for $p_heal, protect $p_buffs buffs from removal and use $p_mana $mana to become invulnerable for $p5s (up to $p_charges times). 

 Effects of $h[Gemstones] socketed in this are increased by $p_gempower%.","$t[$p1 $affected Gegenstand-Aktivierungen:] Heile um $p_heal, beschütze $p_buffs Buffs davor, entfernt zu werden und nutze $p_mana $mana, um für $p5s unverwundbar zu werden (bis zu $p_charges mal). 

 $h[Edelsteine] in diesem Gegenstand sind $p_gempower% effektiver. ","$t[$affected的物品激活达到$p1次：]获得$p_heal点生命恢复，保护$p_buffs层增益效果不被移除，消耗$p_mana点$mana在$p5s内变为无敌（可触发$p_charges次）。 

镶嵌的$h[宝石]获得$p_gempower%效果增强。","$t[$affectedにあるアイテム$p1回発動時：]体力を$p_heal回復し、$p_buffsバフを除去効果から保護する。$p_mana $mana を消費して、$p5秒間無敵状態になる（最大$p_charges回まで） 

このアイテムに装着した$h[宝石]の効果は$p_gempower%強化される","$t[$affected에 위치한 아이템이 $p1회 발동 시:] 체력을 $p_heal 회복하고, 버프가 제거되는 것을 $p_buffs번 막고, $mana를 $p_mana 사용해 $p5초 동안 무적 상태가 됩니다 (최대 $p_charges번).

이 아이템의 소켓에 꽂은 $h[보석]의 효과가 $p_gempower% 증가합니다.","$t[$affected的物品啟動達到$p1次：]獲得$p_heal點生命恢復，保護$p_buffs層增益效果不被移除，消耗$p_mana點$mana在$p5s內變為無敵（可觸發$p_charges次）。 

鑲嵌的$h[寶石]獲得$p_gempower%效果增強。","$t[En activant l'objet $affected $p1 fois :] guérissez de $p_heal, protégez $p_buffs bonus retrait et utilisez $p_mana $mana pour devenir invulnérable pendant $p5 s (jusqu'à $p_charges fois). 

 Les effets des $h[Pierres précieuses] incrustées dedans augmentent de $p_gempower %.","$t[При срабатывании $p1 $affected предметов:] восстанавливает $p_heal ед. здоровья и защищает до $p_buffs усилений от снятия. Использует $p_mana $mana, чтобы сделать героя неуязвимым на $p5 сек. (эффект суммируется до $p_charges раз). 

 Эффекты $h[Самоцветов] в слотах данного предмета повышены на $p_gempower%.","$t[$p1 ativações de item $affected:] Restaura $p_heal de vida, impede que $p_buffs buffs sejam removidas e gasta $p_mana $mana para ganhar invulnerabilidade por $p5 s (até $p_charges vezes). 

 Os efeitos das $h[Gemas] encaixadas neste item aumentam $p_gempower%.","$t[Al activar $p1 $affected objetos:] Recupera $p_heal PS, evita perder $p_buffs ventajas y usa $p_mana $mana para volverse invulnerable durante $p5 s (máximo: $p_charges veces). 

 Los efectos de las $h[Gemas] engarzadas dentro aumentan en un $p_gempower %."
<!MissingKey:345:Courage Puppy>,Courage Puppy,Welpe des Mutes,勇敢狼崽,勇敢な子狼,용감한 멍멍이,勇敢狼崽,Louveteau de courage,Отважный щенок,Filhote da Bravura,Cachorro del valor
<!MissingKey:346:Echoing Battlecry>,Echoing Battlecry,Widerhallender Kampfschrei,回响战嚎,こだまする雄叫び,메아리치는 전투의 함성,迴響戰嚎,Écho de cri de guerre,Боевое эхо,Grito de Guerra Ecoante,Grito de batalla resonante
<!MissingKey:347:$t[On hit:] Inflict $p_poison $poison and $p_poison2 $poison $red[to yourself.] Destroy $p_blockremoval $bl for each \~$affected free slot or $nature-item.>,$t[On hit:] Inflict $p_poison $poison and $p_poison2 $poison $red[to yourself.] Destroy $p_blockremoval $bl for each \~$affected free slot or $nature-item.,$t[Bei Treffer:] Verursache $p_poison $poison und $red[dir selbst] $p_poison2 $poison. Zerstöre $p_blockremoval $bl pro \~$affected freiem Feld oder $nature-Gegenstand.,$t[击中对手：]向对手施加$p_poison层$poison，同时$red[向自己]施加$p_poison2层$poison。每有一个$affected的空槽位或$nature物品，破坏$p_blockremoval点$bl。,$t[ヒット時：]$p_poison $poison を付与し、$red[自分に$p_poison2 $poison を付与する]。 $affectedにある空きスロットまたは $nature アイテム1個につき$p_blockremoval $bl を破壊する,"$t[적중 시:] 상대에게 $poison을 $p_poison, $red[자신에게] $poison를 $p_poison2 부여합니다. $affected에 위치한 빈 슬롯이나 $nature 아이템 하나마다, $bl를 $p_blockremoval 파괴합니다.",$t[擊中對手：]向對手施加$p_poison層$poison，同時$red[向自己]施加$p_poison2層$poison。每有一個$affected的空槽位或$nature物品，破壞$p_blockremova點$bl。,$t[Par coup :] infligez $p_poison $poison et $p_poison2 $poison $red[à vous-même]. Détruisez $p_blockremoval $bl pour chaque emplacement libre $affected ou objet $nature.,$t[При попадании:] накладывает на противника $p_poison $poison и $p_poison2 $poison $red[на самого героя]. Разбивает $p_blockremoval $bl за каждый пустой $affected слот или слот с $nature предметом.,$t[Ao acertar:] Inflige $p_poison $poison e $p_poison2 $poison $red[em você mesmo]. Destrói $p_blockremoval $bl para cada espaço livre $affected ou item $nature.,$t[Al golpear:] Inflige $p_poison $poison y $p_poison2 $poison $red[para uno mismo]. Destruye $p_blockremoval $bl por cada espacio vacío $affected u objeto $nature
<!MissingKey:348:$t[On hit:] $chance% chance to inflict $p1 $poison and a random debuff.>,$t[On hit:] $chance% chance to inflict $p1 $poison and a random debuff.,"$t[Bei Treffer:] $chance% Chance, $p1 $poison und einen zufälligen Debuff zu verursachen.",$t[击中对手时：]$chance%的几率施加$p1层$poison和一层随机减益效果。,$t[ヒット時：]$chance%の確率で$p1 $poison と1デバフを付与する,"$t[적중 시:] $chance%의 확률로 $poison을 $p1, 무작위 디버프를 1개 부여합니다.",$t[擊中對手時：]$chance%的幾率施加$p1層$poison和一層隨機減益效果。,$t[Par coup :] $chance % de chance d'infliger $p1 $poison et un malus aléatoire.,$t[При попадании:] $chance% шанс наложить на противника $p1 $poison и случайный негативный эффект.,$t[Ao acertar:] $chance% de chance de infligir $p1 $poison e um debuff aleatório.,$t[Al golpear:] $chance % de probabilidad de infligir $p1 $poison y una desventaja al azar.
<!MissingKey:349:Snake>,Snake,Schlange,蛇蛇,ヘビ,뱀,蛇蛇,Serpent,Змея,Cobra,Serpiente
<!MissingKey:350:$t[Start of battle:] Gain $p1 $lucky. $t[On hit:] Inflict $p2 $poison.>,$t[Start of battle:] Gain $p1 $lucky. $t[On hit:] Inflict $p2 $poison.,$t[Kampfbeginn:] Erhalte $p1 $lucky. $t[Bei Treffer:] Verursache $p2 $poison.,$t[战斗开始时：]获得$p1点$lucky。$t[击中对手时：]施加$p2层$poison。,$t[バトル開始時：]$p1 $lucky を獲得する $t[ヒット時：]$p2 $poison を付与する,$t[전투 시작 시:] $lucky을 $p1 획득합니다. $t[적중 시:] $poison을 $p2 부여합니다.,$t[戰鬥開始時：]獲得$p1點$lucky。$t[命中對手時：]施加$p2層$poison。,$t[Au début du combat :] gagnez $p1 $lucky. $t[Par coup :] infligez $p2 $poison.,$t[Начало боя:] добавляет $p1 $lucky. $t[При попадании:] накладывает на противника $p2 $poison.,$t[Início da batalha:] Ganhe $p1 $lucky. $t[Ao acertar:] Inflige $p2 $poison.,$t[Al comienzo de la batalla:] Obtiene $p1 $lucky. $t[Al golpear:] Inflige $p2 $poison.
<!MissingKey:351:Shortbow>,Shortbow,Kurzbogen,短弓,ショートボウ,숏보우,短弓,Arc court,Короткий лук,Arco Curto,Arco corto
<!MissingKey:352:Obsidian Dragon>,Obsidian Dragon,Obsidiandrache,黑晶龙,黒曜のドラゴン,흑요석 용,黑晶龍,Dragon d'obsidienne,Обсидиановый дракон,Dragão de Obsidiana,Dragón de obsidiana
<!MissingKey:353:$t[Every $cds:] Gain $block $bl and cleanse \~$p1 $cold. >,"$t[Every $cds:] Gain $block $bl and cleanse \~$p1 $cold. 

 Triggers $p2% faster for each $affected $h[Pet].","$t[Alle $cds:] Erhalte $block $bl und entferne $p1 $cold. 

 Aktivert $p2% schneller pro $affected $h[Gefährte].","$t[每$cds：]获得$block点$bl并净化$p1层$cold。

每有一个$affected的$h[宠物]，效果触发快$p2%。","$t[$cd秒毎：]$block $bl を獲得し、$p1 $cold を解除する 

$affectedにある$h[ペット]1体につき使用速度が$p2%上がる","$t[$cd초마다:] $bl를 $block 획득하고, $cold를 $p1 정화합니다.

$affected에 위치한 $h[펫]마다 $p2% 빠르게 발동합니다.","$t[每$cd秒：]獲得$block點$bl並淨化$p1層$cold。

每有一個$affected的$h[寵物]，效果觸發快$p2%。","$t[Toutes les $cd s :] gagnez $block $bl et purgez $p1 $cold. 

 Se déclenche $p2 % plus vite pour chaque $h[Familier] $affected.","$t[Раз в $cd сек.:] добавляет $block $bl и снимает $p1 $cold. 

 Срабатывает на $p2% чаще за каждый $affected предмет типа $h[питомец].","$t[A cada $cd s:] Ganha $block $bl e purifica $p1 $cold. 

 Ativa $p2% mais rápido por cada $h[Animal] $affected.","$t[Cada $cd s:] Obtiene $block $bl y elimina $p1 $cold. 

 Se activa un $p2 % más rápido por cada $h[Mascota] $affected."
<!MissingKey:354:$h[Berserker] items are offered in the shop. $t[Health drops below $p1%:] Enter $rage[Battle Rage] for $p2s (once). $t[During $rage[Battle Rage]:] $affected items trigger $p3% faster. You take $p4% reduced damage.>,$h[Berserker] items are offered in the shop. $t[Health drops below $p1%:] Enter $rage[Battle Rage] for $p2s (once). $t[During $rage[Battle Rage]:] $affected items trigger $p3% faster. You take $p4% reduced damage.,$h[Berserker]-Gegenstände werden im Laden angeboten. $t[Leben fällt unter $p1%:] Verfalle für $p2s in $rage[Kampfrausch] (einmalig). $t[Während $rage[Kampfrausch]:] $affected Gegenstände aktivieren $p3% schneller. Du erhältst $p4% weniger Schaden.,可获得$h[狂战士]物品。$t[当生命值低于$p1%时：]进入$rage[狂战士之怒]，持续$p2s（单次触发）。$t[$rage[狂战士之怒]期间：]$affected的物品触发快$p3%。你受到的伤害减少$p4%。,$h[バーサーカー]固有アイテムがショップで売られるようになる $t[体力が$p1%未満に低下時：]$p2秒間$rage[バーサク]状態に突入する（1回のみ） $t[$rage[バーサク]中：]$affectedにあるアイテムの使用速度が$p3%上がる。受けるダメージが$p4%減る,$h[버서커] 아이템이 상점에 등장합니다. $t[체력이 $p1% 아래로 떨어질 시:] $p2초 동안 $rage[전투 격노] 상태에 돌입합니다 (한 번). $t[$rage[전투 격노] 동안:] $affected에 위치한 아이템이 $p3% 빠르게 발동합니다. 받는 피해량이 $p4% 감소합니다.,可獲得$h[狂戰士]物品。 $t[當生命值低於$p1%時：]進入$rage[狂戰士之怒]，持續$p2s（單次觸發）。 $t[$rage[狂戰士之怒]期間：]$affected的物品觸發快$p3%。你受到的傷害減少$p4%。,Les objets de $h[Barbare] sont disponibles dans la boutique. $t[PV inférieurs à $p1 % :] entrez en mode $rage[Rage de combat] pendant $p2 s (une fois). $t[Pendant le mode $rage[Rage de combat] :] les objets $affected se déclenchent $p3 % plus vite. Vous subissez $p4 % de dégâts en moins.,Предметы $h[берсерка] будут продаваться в магазине. $t[При здоровье ниже $p1%:] впадает в $rage[ярость] на $p2 сек. (один раз за бой). $t[Во время $rage[ярости]:] $affected предметы срабатывают на $p3% чаще. Урон по герою снижается на $p4%.,Itens da $h[Lutadora] são disponibilizados na loja. $t[Vida abaixo de $p1%:] Induz $rage[Fúria de Combate] por $p2 s (uma vez). $t[Durante $rage[Fúria de Combate]:] os itens $affected ativam-se $p3% mais rápido. Você sofre $p4% menos dano.,Los objetos de $h[Guerrera] se venden en la tienda. $t[Si los PS caen por debajo del $p1 %:] Entra en $rage[Rabia de batalla] durante $p2 s (una vez). $t[Durante la $rage [Rabia de batalla]:] Los $affected objetos se activan un $p3 % más rápido. Se recibe un $p4 % menos de daño.
<!MissingKey:355:$t[$p1 $affected item activations:] Heal for $p2 and gain $p3 $heat.>,$t[$p1 $affected item activations:] Heal for $p2 and gain $p3 $heat.,$t[$p1 $affected Gegenstand-Aktivierungen:] Heile um $p2 und erhalte $p3 $heat.,$t[$affected的物品激活达到$p1次：]恢复$p2点生命值并获得$p3层$heat。,$t[$affectedにあるアイテム$p1回発動時：]体力を$p2回復し、$p3 $heat を獲得する,"$t[$affected에 위치한 아이템이 $p1회 발동 시:] 체력을 $p2 회복하고, $heat를 $p3 획득합니다.",$t[$p1個$affected物品發動時：]恢復$p2點生命值並獲得$p3層$heat。,"$t[En activant l'objet $affected $p1 fois :] guérissez de $p2, gagnez $p3 $heat.",$t[При срабатывании $p1 $affected предметов:] восстанавливает $p2 ед. здоровья и добавляет $p3 $heat.,$t[$p1 ativações de item $affected:] restaura $p2 de vida e ganhe $p3 $heat.,$t[Al activar $p1 $affected objetos] Recupera $p2 PS y obtiene $p3 $heat.
<!MissingKey:356:Serpent Staff>,Serpent Staff,Schlangenstab,剧毒蛇杖,毒蛇の杖,뱀의 지팡이,劇毒蛇杖,Bâton de serpent,Змеиный посох,Cajado de Serpente,Bastón de serpiente
