key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
,,,,,,,,,,
<!MissingKey:523:Spring Loader>,Spring Loader,Federlader,弹簧装填器,バネ式加速器,스프링 로더,彈簧裝填器,Chargeur à ressort,Пружинный толкатель,Escudo Mola,Cargador de resorte
<!MissingKey:524:The $affected $h[Food] triggers $p_speed% faster. $t[While charged:] It triggers $p_speed2% faster instead. Your other $h[Food] triggers $p_speed3% faster.>,The $affected $h[Food] triggers $p_speed% faster. $t[While charged:] It triggers $p_speed2% faster instead. Your other $h[Food] triggers $p_speed3% faster.,Das $affected $h[Essen] aktiviert $p_speed% schneller. $t[Geladen:] Es aktiviert stattdessen $p_speed2% schneller. Dein anderes $h[Essen] aktiviert $p_speed3% schneller.,$affected的$h[食物]触发速度快$p_speed%。$t[获得电荷时：]效果改为触发速度快$p_speed2%。你的其他$h[食物]触发速度快$p_speed3%。,$affectedにある$h[食べ物]の使用速度が$p_speed%上がる$t[通電中：]上記の代わりに使用速度が$p_speed2%上がる。ほかの$h[食べ物]の使用速度も$p_speed3%上がる,$affected에 위치한 $h[음식]이 $p_speed% 빠르게 발동합니다. $t[전하를 보유한 동안:] 그 대신 $p_speed2% 빠르게 발동합니다. 다른 $h[음식]이 $p_speed3% 빠르게 발동합니다.,$affected的$h[食物]觸發速度快$p_speed%。$t[獲得電荷時：]效果改為觸發速度快$p_speed2%。你的其他$h[食物]觸發速度快$p_speed3%。,La $h[Nourriture] $affected se déclenche $p_speed % plus vite. $t[Pendant la charge :] se déclenche $p_speed2 % plus vite à la place. Votre autre $h[Nourriture] se déclenche $p_speed3 % plus vite.,$affected предметы типа $h[еда] срабатывают на $p_speed% чаще. $t[При заряде:] те же предметы теперь срабатывают на $p_speed2% чаще. Другие предметы типа $h[еда] срабатывают на $p_speed3% чаще.,O $h[Alimento] $affected ativa $p_speed% mais rápido. $t[Carregado:] Ativa-se $p_speed2% mais rápido. Seus outros $h[Alimentos] ativam $p_speed3% mais rápido.,La $affected $h[comida] se activa un $p_speed % más rápido. $t[Al cargarse:] Se activa un $p_speed2 % más rápido en su lugar. Tu otra $h[comida] se activa un $p_speed3 % más rápido.
<!MissingKey:525:I always thought bags were wasting potential by not being in insane shapes.>,I always thought bags were wasting potential by not being in insane shapes.,"Ich habe immer schon gesagt, dass Taschen in wahnwitzigen Formen viel Potenzial haben.",奇形怪状的，背着不太舒服。,バッグって非常識な形をしてないことでポテンシャルを無駄にしてるって前から思ってるんだよね。,가방 모양이 평범한 게 항상 지루하다고 생각해왔습니다.,奇形怪狀的，背著不太舒服。,J'ai toujours pensé que les sacs gaspillaient leur potentiel en n'ayant pas de formes plus extravagantes.,"Всегда казалось, что сумки теряют свой потенциал из-за отсутствия загадочных форм.",Sempre achei que as bolsas estavam desperdiçando potencial por não terem formas insanas.,Siempre pensé que las bolsas desperdiciaban su potencial por no tener formas locas.
<!MissingKey:526:$chance% chance to duplicate debuffs inflicted ($bag).>,$chance% chance to duplicate debuffs inflicted ($bag).,"$chance% Chance, verursachte Debuffs zu duplizieren ($bag).",有$chance%的几率$h[复制]施加的减益效果（$bag）。,$chance%の確率でデバフを追加付与する（$bag）,$chance%의 확률로 부여하는 디버프를 복제합니다 ($bag).,有$chance%的幾率$h[複製]施加的減益效果（$bag）。,$chance % de chance de dupliquer les malus infligés ($bag).,$chance% шанс накладываемые негативные эффекты ($bag).,$chance% de chance de duplicar os debuffs infligidos ($bag).,$chance % de probabilidad de duplicar las desventajas infligidas ($bag).
"<!MissingKey:527:This Rainbow Goobert would be a perfectly healthy breakfast, if it wasn't strong enough to eat you, of course. >","This Rainbow Goobert would be a perfectly healthy breakfast, if it wasn't strong enough to eat you, of course. ","Ein Regenbogen-Schlotzbert wäre eine gesunde Mahlzeit, wenn er nicht stark genug wäre dich aufzufuttern.",这个彩虹黏黏本来会是完美健康的早餐——如果它没有强到可以吃掉你。,元気がなくなったら、コイツの顔をお食べ。,이 무지개 슬돌이는 완벽한 아침식사가 될 수도 있습니다. 먹히는 게 여러분일 수도 있지만요.,這個彩虹黏呼呼本來會是完美健康的早餐——如果它沒有強到可以吃掉你。,"Ce Viskeu serait un petit-déjeuner parfaitement équilibré, s'il n'était pas en mesure de vous manger, bien sûr.",Этот радужный Слаймер был бы отличным завтраком… если бы сам не пытался сожрать тебя.,"O Gosberto Arco-íris seria um café da manhã perfeitamente saudável, caso ele não fosse forte o bastante para devorar você.","Este viscosino arcoíris sería un desayuno perfectamente saludable, si no fuera lo suficiente fuerte como para comerte, claro."
<!MissingKey:528:I get that you are a cleric but what is your subclass?>,I get that you are a cleric but what is your subclass?,"Ich verstehe, dass du ein Kleriker bist, aber mit welcher Unterklasse?!",应该是神职人员，但是专精什么呢？,キミが司祭なのは分かったけど、サブクラスは何を選んだんだい？,"클레릭인 건 알겠는데, 그래서 하위 직업은 어떤 거죠?",應該是神職人員，但是專精什麼呢？,"J'ai bien compris que vous étiez dans les ordres, mais quelle est votre sous-classe ?","Ты явно из тех, кто лечит, тут вопросов нет. А подкласс-то у тебя какой?","Eu entendo que você é um clérigo, mas qual é a sua subclasse?","Entiendo que eres clérigo, pero ¿cuál es tu subclase?"
<!MissingKey:529:Great success!>,Great success!,Massiver Erfolg!,赢得漂亮！,大成功だね！,정말 잘됐네요!,贏得漂亮！,Quel superbe succès !,Вот это успех!,Grande sucesso!,¡Gran éxito!
<!MissingKey:530:$wins wins already?! Wow!>,$wins wins already?! Wow!,Schon $wins Siege?! Nicht übel.,都赢了$wins次了？太厉害了！,もう$wins勝もしたの！？スゴイ！,벌써 $wins번이나 이겼다니?! 대단해요!,都贏了$wins次了？太厲害了！,$wins victoires déjà ? Ouah !,Сколько побед? Уже $wins?! Невероятно!,$wins vitórias já?! Uau!,¿$wins victorias ya? ¡Guau!
<!MissingKey:531:You did it!>,You did it!,Du hast es gepackt!,赢了！,やったね！,해내셨군요!,贏了！,Vous avez réussi !,Отличная работа!,Você conseguiu!,¡Lo conseguiste!
<!MissingKey:532:$red[The $affected item triggers $p_speed% slower.] $t[Health falls below $p_healtht%:] >,"$red[The $affected item triggers $p_speed% slower.] $t[Health falls below $p_healtht%:] 
Advance the cooldown of the \~$affected item by $p3s + $p4s if it is not a $h[Weapon]. 
Emit $h[2 charges], traveling $h[1]$lightning every $p5s (once). 

 Items under the $h[charges] have $chance% chance to duplicate buffs they gain \~+ $chance2% for each $lightning traveled.","$red[Der $affected Gegenstand aktiviert $p_speed% langsamer.] $t[Leben fällt unter $p_healtht%:] \~Beschleunige die Abklingzeit des $affected Gegenstandes um $p3s + $p4s für Nicht-$h[Waffen]. 
Erzeuge $h[2 Ladungen], die sich $h[1]$lightning alle $p5s bewegen (einmalig). 

 Gegenstände unter der $h[Ladung] haben $chance% Chance Buffs zu duplizieren + $chance2% pro zurückgelegtem $lightning.","$red[$affected的物品触发速度慢$p_speed%。]$t[生命值低于$p_healtht%时：]
推进$affected的物品$p3s的冷却进度，如果该物品不是$h[武器]，则额外推进$p4s冷却进度。
发射$h[2个电荷]，每$p5s移动$h[1]$lightning（单次触发）。

位于$h[电荷]上的的物品获得增益时有$chance%的几率复制，并且每移动1$lightning额外提高$chance2%复制几率。","$red[$affectedにあるアイテムの使用速度が$p_speed%下がる]$t[体力が$p_healtht%未満に低下時：]
$affectedにあるアイテムのクールダウンを$p3秒進める（それが$h[武器]でない場合 +$p4秒）
$h[電荷2つ]を放出する（1回のみ）。$h[電荷]は$p5秒ごとに $lightning $h[1]マスを移動する

$h[電荷]の下にあるアイテムは$chance%の確率でバフを追加獲得する（通過した $lightning 1マスにつき +$chance2%）","$red[$affected에 위치한 아이템이 $p_speed% 느리게 발동합니다.] $t[체력이 $p_healtht% 아래로 떨어질 시:] 
$affected에 위치한 아이템의 재사용 대기 시간이 $p3초 앞당겨지고 $h[무기]가 아니라면 추가로 $p4초 앞당겨집니다.
$p5초마다 $h[1]$lightning를 이동하는 $h[전하 2개]를 방출합니다 (한 번).

$h[전하]를 보유한 아이템이 $chance%의 확률로 획득하는 버프를 복제하고, $lightning 이동 거리마다 확률이 추가로 $chance2% 증가합니다.","$red[$affected的物品觸發速度慢$p_speed%。]$t[生命值低於$p_healtht%時：]
推進$affected的物品$p3s的冷卻進度，如果该物品不是$h[武器]，則額外前進$p4s冷卻進度。
發射$h[2個電荷]，每$p5s移動$h[1]$lightning（單次觸發）。

位於$h[電荷]上的的物品獲得增益時有$chance%的機率複製，並且每移動1$lightning額外提高$chance2%複製機率。","$red[L'objet $affected se déclenche $p_speed % moins vite.] $t[PV inférieurs à $p_healtht % :] 
réduisez le temps de recharge de l'objet $affected de $p3 s + $p4 s s'il ne s'agit pas d'une $h[Arme]. 
Émettez $h[2 Charges], parcourant $h[1]$lightning toutes les $p5 s (une fois). 

 Les objets sous les $h[Charges] ont $chance % de chance de dupliquer les bonus qu'ils gagnent + $chance2 % pour chaque $lightning parcouru.","$red[$affected предметы срабатывают на $p_speed% реже.] $t[Когда здоровье героя ниже $p_healtht%:] 
снижает время перезарядки $affectedпредметов на $p3 сек. + $p4 сек., если предмет не является $h[оружием]. 
Выпускает $h[2 заряда], перемещающихся на $h[1] $lightning-слот каждые $p5 сек. (один раз за бой). 

 У предметов под $h[зарядом] есть $chance% шанс удвоить получаемые усиления + $chance2% за каждое перемещение на $lightning.","$red[Os itens $affected ativam $p_speed% mais devagar.] $t[Vida abaixo de $p_healtht%:] 
Acelera a recarga do item $affected em $p3 s + $p4 s caso não seja uma $h[Arma]. 
Emite $h[2 cargas], percorrendo $h[1]$lightning a cada $p5 s (uma vez). 

 Itens abaixo das $h[cargas] têm $chance% de chance de duplicar os buffs que ganham + $chance2% por cada $lightning percorrido.","$red[El $affected objeto se activa un $p_speed % más lento.] $t[PS caen por debajo del $p_healtht %:] 
Avanza la recarga del $affected objeto en $p3 s + $p4 s si no es una $h[arma]. 
Emite $h[2 cargas] que se trasladan $h[1]$lightning cada $p5 s (una vez). 

 Los objetos bajo las $h[cargas] tienen un $chance % de probabilidad de duplicar ventajas que obtienen + un $chance2 % por cada $lightning trasladado."
<!MissingKey:533:Your arrangement was just unbeatable.>,Your arrangement was just unbeatable.,Einfach unschlagbar angeordnet.,你的背包整理能力无可匹敌。,キミの整頓術は向かうところ敵ナシだね。,가히 무적이라고 할 수 있는 배치네요.,你的背包整理能力無可匹敵。,Votre organisation était tout simplement imparable.,Ваша стратегия была непревзойденной.,Sua estratégia foi simplesmente imbatível.,Tu combinación fue simplemente imbatible.
<!MissingKey:534:Forest Dragon>,Forest Dragon,Walddrache,森林巨龙,フォレストドラゴン,숲의 용,森林巨龍,Dragon de forêt,Лесной дракон,Dragão da Floresta,Dragón del bosque
<!MissingKey:535:Superior Ring>,Superior Ring,Überlegener Ring,高级戒指,至高の指輪,상급 반지,高级戒指,Anneau supérieur,Превосходное кольцо,Anel Superior,Anillo superior
"<!MissingKey:536:A flaming sword, but with extra overcompensation.>","A flaming sword, but with extra overcompensation.","Ein Flammenschwert, aber mit Überkompensation.",比巨剑更猛的是燃烧的巨剑。,演出を過剰にしてお届けしています。,"불타는 검이지만, 과하게 타고 있습니다.",比巨劍更猛的是燃燒的巨劍。,"Une épée enflammée, mais avec un souci de compensation excessif.","Пылающий меч, еще и с избыточными размерами. Лучше и не придумаешь...","Uma espada flamejante, mas com um extra de supercompensação.","Una espada en llamas, pero con un toque extra de exageración."
<!MissingKey:537:Pretty impactful for something basically made from nothing.>,Pretty impactful for something basically made from nothing.,"Recht beeindruckend, wenn man bedenkt, dass es im Grunde aus gar nichts besteht.",明明几乎是无中生有做出来的，效果却意外地惊人。,無から生まれた割には影響力があるね。,무에서 창조되었다는 점이 꽤 흥미롭습니다.,明明幾乎是無中生有做出來的，效果卻意外地驚人。,Plutôt impressionnant pour quelque chose qui est pratiquement fait de rien.,"Неплохой эффект для штуки, сделанной почти из ничего.",Bem impactante pra algo que não é feito de nada.,Bastante impactante para algo que básicamente fue hecho de la nada.
<!MissingKey:538:I marvel at your elegance and power.>,I marvel at your elegance and power.,Ich bestaune deine Eleganz und Stärke!,你的优雅和实力让我佩服。,キミの優雅さと力強さには驚いたよ。,정말 놀라운 힘이네요.,你的優雅和實力讓我佩服。,Votre élégance et votre puissance m'émerveillent.,Я восхищаюсь вашей элегантностью и силой.,Eu admiro sua elegância e poder.,Me flipa tu elegancia y poder.
<!MissingKey:539:Electric Torch>,Electric Torch,Elektrofackel,电能火炬,電動たいまつ,전기 횃불,電能火炬,Torche électrique,Электрофакел,Tocha Elétrica,Electroantorcha
"<!MissingKey:540:Chance-based effects of the $affected item are $p_chance% more likely to trigger. $t[Every $cds:] Gain $h[1] $lucky. If you have at least $p_luckt $lucky, gain a random other buff instead.>","Chance-based effects of the $affected item are $p_chance% more likely to trigger. $t[Every $cds:] Gain $h[1] $lucky. If you have at least $p_luckt $lucky, gain a random other buff instead.","Zufallseffekte der $affected Gegenstände sind $p_chance% wahrscheinlicher. $t[Alle $cds:] Erhalte $h[1] $lucky. Wenn du mindestens $p_luckt $lucky hast, erhalte stattdessen einen zufälligen einen Buff.",基于几率触发的$affected的物品获得$p_chance%触发几率加成。$t[每$cds：]获得$h[1]点$lucky。如果你至少有$p_luckt点$lucky，则随机获得一层其他增益效果。,$affectedにあるアイテムの確率に基づく効果の発動確率が$p_chance%上がる $t[$cd秒毎：]$h[1] $lucky を獲得する。$p_luckt $lucky 以上ある場合、代わりに $lucky 以外の1バフを獲得する,"$affected에 위치한 확률 기반 효과를 지닌 아이템의 발동 확률이 $p_chance% 증가합니다. $t[$cd초마다:] $lucky을 $h[1] 획득합니다. $p_luckt 이상의 $lucky을 보유 시, 그 대신 다른 무작위 버프를 획득합니다.",基於幾率觸發的$affected的物品獲得$p_chance%觸發幾率加成。$t[每$cds：]獲得$h[1]點$lucky。如果你至少有$p_luckt點$lucky，則隨機獲得一層其他增益效果。,"Les effets de type chance de l'objet $affected ont $p_chance % de chances supplémentaires de se déclencher. $t[Toutes les $cd s :] gagnez $h[1] $lucky. Si vous avez au moins $p_luckt $lucky, gagnez un autre bonus aléatoire à la place.","Вероятность срабатывания эффектов $affected предметов с шансом активации эффекта повышается на $p_chance%. $t[Раз в $cd сек.:] добавляет $h[1] $lucky. Если у героя уже есть не менее $p_luckt $lucky, вместо этого добавляет другое случайное усиление.","Efeitos baseados em chance do item $affected têm $p_chance% mais chance de ativar. $t[A cada $cd s:] Ganha $h[1] $lucky. Se você tiver pelo menos $p_luckt $lucky, ganha um buff aleatório em vez disso.","Los efectos basados en probabilidad del objeto $affected son un $p_chance % más probabilidad de activarse. $t[Cada $cd s:] obtienes $h[1] $lucky. Si tienes al menos $p_luckt $lucky, obtienes una ventaja al azar en su lugar."
BUTTON_SwitchModeRanked,Switch Mode Ranked,Gewerteter Tauschmodus,背包交换模式-排名,"スイッチモード
ランク",스위치 모드 랭크 게임,背包交換模式-排名,Mode changement classé,Режим обмена - Рейтинг,Modo Troca Ranqueado,Partida Intercambio clasificatoria
,,,,,,,,,,
<!MissingKey:543:{type}-Damage taken reduced by {amount} ({origin}).>,{type}-Damage taken reduced by {amount} ({origin}).,,受到的{type}伤害减少{amount}（{origin}）。,受ける {type} ダメージが{amount}減った（{origin}）。,{amount}만큼 받는 {type} 피해가 감소함 ({origin}).,受到的{type}傷害減少{amount}（{origin}）。,Dégâts subis {type} réduits de {amount} ({origin}).,Получаемый {type}-урон снижается на {amount} ({origin}).,Dano {type} sofrido reduzido em {amount} ({origin}).,Daño recibido de {type} reducido en {amount} ({origin}).
<!MissingKey:544:$ranged-Damage Dealt: {val}>,$ranged-Damage Dealt: {val},Verursachter $ranged-Schaden: {val},造成的$ranged伤害：{val},$ranged 与ダメージ：{val},가하는 $ranged 피해: {val},造成的$ranged傷害：{val},Dégâts $ranged infligés : {val},$ranged-урон: {val},Dano $ranged Causado: {val},Daño infligido $ranged: {val}
"<!MissingKey:545:No, Sprinkles, colorful does not mean healthy. Sprinkles, you will get a tummy ache.>","No, Sprinkles, colorful does not mean healthy. Sprinkles, you will get a tummy ache.","Nein Streuselchen, bunt heißt nicht, dass da Vitamine drin sind. Streuselchen, du wirst schon wieder Bauchweh bekommen.",不，小彩糖，颜色丰富不代表健康。小彩糖，你会吃坏肚子的。,カップケーキは体に悪いよ。ぽんぽんペインでつらみが深くなるからやめときな。,"아니란다 스프링클, 색깔이 많다고 건강한 음식인 건 아니야.",不，小彩糖，顏色豐富不代表健康。小彩糖，你會吃壞肚子的。,"Non, coloré ne veut pas dire sain… Non, tu vas avoir mal au ventre !","Нет, Кексик, разноцветное - не значит полезное. Кексик, у тебя живот заболит!","Não, Granulado, colorido não quer dizer que é saudável. Granulado, você vai ficar com dor de barriga!","No, Chispitas, que sea colorido no significa que sea saludable. Chispitas, te dará dolor de estómago."
<!MissingKey:546:Its power level is 8913.>,Its power level is 8913.,Sein Powerlevel ist 8913.,世界上最快的刺猬。,戦闘力、7998（税込）だ！,무려 8913의 파워 레벨을 지녔습니다.,世界上最快的刺蝟。,Son niveau de puissance est de 8913.,Уровень силы объекта — 8913.,O nível de poder é 8913.,Su nivel de poder es 8913.
<!MissingKey:547:Badger Spirit Companion>,Badger Spirit Companion,Geistgefährte: Dachs,幽灵獾,アナグマの精霊,동료 오소리 영혼,幽靈獾,Compagnon spirituel mouffette,Барсук-фамильяр,Companheiro Espiritual de Texugo,Compañero espiritual tejón
<!MissingKey:548:Spectromancer>,Spectromancer,Geistbeschwörer,光谱术士,スペクトロマンサー,분광술사,光譜術士,Spectromancienne,Спектромант,Espectromante,Espectromante
"<!MissingKey:549:For badgers, death is just another hurdle to overcome.>","For badgers, death is just another hurdle to overcome.","Für Dachse ist der Tod nur ein weiteres Hinternis, das es zu überwinden gilt.",对于平头哥来说，没有平不了的事。,アナグマにとっては、死すらも障害物のひとつに過ぎないんだ。,"오소리들에게 있어 죽음은, 극복해야 할 또 다른 장애물일 뿐입니다.",對於平頭哥來說，沒有平不了的事。,"Pour les mouffettes, la mort n'est qu'un obstacle de plus à surmonter.",Для барсука смерть — очередное препятствие. Подумаешь.,"Para os broches, a morte é apenas mais um obstáculo a ser superado.","Para los tejones, la muerte es solo otro obstáculo que superar."
<!MissingKey:550:Twine Badge>,Twine Badge,Schnurabzeichen,细绳徽章,結び糸バッジ,노끈 배지,細繩徽章,Insigne de ficelle,Значок каната,Broche de Barbante,Medalla de hilo
<!MissingKey:551:Lantern Berry>,Lantern Berry,Lampionbeere,浆果提灯,ランタンベリー,전등 베리,漿果提燈,Baie lanterne,Фонарная ягода,Baga Lanterna,Baya de linterna
<!MissingKey:552:For a sustainable future!>,For a sustainable future!,Taschen für eine nachhaltige Zukunft.,为了可持续化未来！,サステナブルな未来のために。,지속 가능한 미래를 위하여!,為了可持續化未來！,Pour un avenir durable !,Во имя устойчивого будущего!,Pelo futuro sustentável!,¡Por un futuro sostenible!
Magic Ring_NAME,Magic Ring,Magischer Ring,魔法戒指,魔法の指輪,마법 반지,魔法戒指,Anneau magique,Магическое кольцо,Anel Mágico,Anillo mágico
"<!MissingKey:554:$t[Every $cds:] Gain $p_buffs random buffs, $red[your opponent gains $p_buffs2 random buffs]. $t[Buff removed from opponent:] \~$affected items gain $chance2% critical hit chance. $t[Self-inflicted debuff:] $chance% chance to gain $p_regen $regen. >","$t[Every $cds:] Gain $p_buffs random buffs, $red[your opponent gains $p_buffs2 random buffs]. $t[Buff removed from opponent:] \~$affected items gain $chance2% critical hit chance. $t[Self-inflicted debuff:] $chance% chance to gain $p_regen $regen. 

 Deal +$p_unhealing% of your healing as \~$effect-damage (+$p_unhealing2% per $affected2 $dark-item).","$t[Alle $cds:] Erhalte $p_buffs zufällige Buffs, $red[dein Gegner erhält $p_buffs2 zufällige Buffs]. $t[Buff vom Gegner entfernt:] \~$affected Gegenstände erhalten $chance2% kritische Trefferchance. $t[Selbst Debuff verursacht:] $chance% Chance, $p_regen $regen zu erhalten. 

 Verursache +$p_unhealing% deiner Heilung als $effect-Schaden (+$p_unhealing2% pro \~$affected2 $dark-Gegenstand).","$t[每$cds：]获得$p_buffs层随机增益效果，$red[对手获得$p_buffs2层随机增益效果]。$t[每次对手有增益效果被移除：]$affected的物品获得$chance2%暴击几率加成。$t[每次对自己施加减益效果：]有$chance%的几率获得$p_regen层$regen。

 向对手造成生命值恢复量的$p_unhealing% $effect伤害（每有一个$affected2的$dark物品，再+$p_unhealing2%）。","$t[$cd秒毎：]自分は$p_buffsバフを獲得し、$red[相手は$p_buffs2バフを獲得する] $t[相手からバフを除去する毎：]$affectedにあるアイテムのクリティカル率 +$chance2% $t[自分にデバフを付与する毎：]$chance%の確率で$p_regen $regen を獲得する 

回復量の$p_unhealing%分の $effect ダメージを与える（$affected2にある $dark アイテム1個につき +$p_unhealing2%","$t[$cd초마다:] 무작위 버프를 $p_buffs개 획득하고, $red[상대가 무작위 버프를 $p_buffs2개 획득합니다]. $t[상대 버프가 제거될 시:] $affected에 위치한 아이템은 $chance2%의 치명타 확률을 획득합니다. $t[스스로에게 디버프 부여 시:] $chance%의 확률로 $regen을 $p_regen 획득합니다.

회복량의 $p_unhealing%를 $effect 피해로 추가로 가합니다 ($affected2에 위치한 $dark 아이템마다 $p_unhealing2% 증가).","$t[每$cds：]獲得$p_buffs層隨機增益效果，$red[對手獲得$p_buffs2層隨機增益效果]。$t[每次對手有增益效果被移除：]$affected的物品獲得$chance2%暴擊幾率加成。$t[每次對自己施加減益效果：]有$chance%的幾率獲得$p_regen層$regen。

 向對手造成生命值回復量的$p_unhealing% $effect傷害（每有一個$affected2的$dark物品，再+$p_unhealing2%）。","$t[Toutes les $cd s :] gagnez $p_buffs bonus aléatoires, $red[Votre adversaire gagne $p_buffs2 bonus aléatoires]. $t[Bonus retiré à l'adversaire :] Les objets $affected gagnent $chance2 % chance de coup critique. $t[Malus auto-infligé :] $chance % de chance de gagner $p_regen $regen. 

 Infligez +$p_unhealing % de vos PV en dégâts $effect (+$p_unhealing2 % par objet $dark $affected2).","$t[Раз в $cd сек.:] добавляет до $p_buffs случайных усилений, $red[противник получает до $p_buffs2 случайных усилений]. $t[При снятии усиления с противника:] $affected предметы получают $chance2% шанса критического удара. $t[При наложении негативного эффекта на самого героя:] $chance% шанс получить $p_regen $regen. 

 Наносит +$p_unhealing% восстановленного здоровья как $effect-урон (+$p_unhealing2% за каждый $affected2 $dark-предмет).","$t[A cada $cd s:] Ganha $p_buffs buffs aleatórios, $red[seu oponente ganha $p_buffs2 buffs aleatórios]. $t[Buff removido do oponente:] Itens $affected ganham $chance2% de chance de acerto crítico. $t[Debuff auto-infligido:] $chance% de chance de ganhar $p_regen $regen. 

 Causa +$p_unhealing% da sua cura como dano de $effect (+$p_unhealing2% por cada item $affected2 do tipo $dark).","$t[Cada $cd s:] obtienes $p_buffs ventajas al azar, $red[tu rival obtiene $p_buffs2 ventajas al azar]. $t[Ventaja eliminada del rival:] $affected objetos obtienen un $chance2 % de probabilidad de golpe crítico. $t[Desventaja autoaplicada:] $chance % de probabilidad de obtener $p_regen $regen. 

 Haces +$p_unhealing % de tu curación como daño de $effect (+$p_unhealing2 % por cada $affected2 objetos $dark)."
<!MissingKey:555:$t[Every $cds:] Deal $dam $effect-damage and inflict $p_blind $blind. Increase damage by $p_damincrease. $t[Charge received:] Trigger $p_speed% faster (up to $p_max times).>,$t[Every $cds:] Deal $dam $effect-damage and inflict $p_blind $blind. Increase damage by $p_damincrease. $t[Charge received:] Trigger $p_speed% faster (up to $p_max times).,$t[Alle $cds:] Verursache $dam $effect-Schaden und $p_blind $blind. Erhöhe den Schaden \~um $p_damincrease. $t[Ladung erhalten:] Aktiviere $p_speed% schneller (bis zu $p_max mal).,$t[每$cds：]造成$dam点$effect伤害并向对手施加$p_blind层$blind。造成的伤害提高$p_damincrease点。$t[获得电荷时：]触发速度快$p_speed%（最多$p_max次）。,$t[$cd秒毎：]$dam $effect ダメージを与え、$p_blind $blind を付与する。与えるダメージが$p_damincrease増える$t[通電時：]使用速度が$p_speed%上がる（最大$p_max回まで）,$t[$cd초마다:] $effect 피해를 $dam 가하고 $blind을 $p_blind 부여합니다. 피해량이 $p_damincrease만큼 증가합니다. $t[전하를 받을 시:] $p_speed% 빠르게 발동합니다 (최대 $p_max번).,$t[每$cds：]造成$dam點$effect傷害並向對手施加$p_blind層$blind。造成的傷害提高$p_damincrease點。$t[獲得電荷時：]觸發速度快$p_speed%（最多$p_max次）。,$t[Toutes les $cd s :] infligez $dam de dégâts $effect et infligez $p_blind $blind. Augmentez les dégâts de $p_damincrease. $t[Charge reçue :] se déclenche $p_speed % plus vite (jusqu'à $p_max fois).,$t[Раз в $cd сек.:] наносит $dam $effect-урона и накладывает на противника $p_blind $blind. Повышает урон на $p_damincrease ед. $t[При получении заряда:] срабатывает на $p_speed% чаще (до $p_max раз).,$t[A cada $cd s:] Causa $dam de dano-$effect e inflige $p_blind $blind. Aumenta o dano em $p_damincrease. $t[Carga recebida:] Ativa $p_speed% mais rápido (até $p_max vezes).,$t[Cada $cd s:] Inflige $dam de daño $effect y $p_blind $blind. Aumenta el daño en $p_damincrease. $t[Al recibir carga:] Se activa un $p_speed % más rápido (hasta $p_max veces).
"<!MissingKey:556:Look at you, all coiled up like that.>","Look at you, all coiled up like that.","Keine Zeit dich einzurollen, du wirst gebraucht!",看看你，全都卷起来了。,このゲームなら巻きでプレイしなくても大丈夫。,"보세요, 똘똘 말려 있네요.",看看你，全都捲起來了。,"Regardez-vous, tout embobiné comme ça.","Смотри-ка, вся свернулась в витки.","Olha só pra você, todo enrolado.","Mírate, vibrando de tensión."
<!MissingKey:557:Mecha Armor>,Mecha Armor,Mecharüstung,机械护甲,メカアーマー,기계 갑옷,機械護甲,Armure mécha,Меха-броня,Armadura Mecânica,Armadura mecánica
<!MissingKey:558:$t[Start of battle:] $affected $h[Weapons] gain \~ $p1 damage. >,"$t[Start of battle:] $affected $h[Weapons] gain \~ $p1 damage. 

 $affected items give +$p_blockfactor% $bl.","$t[Kampfbeginn:] $affected $h[Waffen] verursachen +$p1 Schaden. 

 $affected Gegenstände erzeugen +$p_blockfactor% $bl.","$t[战斗开始时：]$affected的$h[武器]攻击力+$p1。

$affected的物品提供的$bl+$p_blockfactor%。","$t[バトル開始時：]$affectedにある$h[武器]のダメージ値が$p1増える

$affectedにあるアイテムの $bl +$p_blockfactor%","$t[전투 시작 시:] $affected에 위치한 $h[무기]가 가하는 피해가 $p1 증가합니다.

$affected에 위치한 아이템이 $bl를 $p_blockfactor% 추가로 제공합니다.","$t[戰鬥開始時：]$affected的$h[武器]攻擊力+$p1。

$affected的物品提供的$bl+$p_blockfactor%。","$t[Au début du combat :] $affected les [Armes] $h gagnent $p1 de dégâts. 

 Les objets $affected donnent +$p_blockfactor % $bl.","$t[Начало боя:] $affected $h[оружие] получает +$p1 ед. к урону. 

 $affected предметы добавляют +$p_blockfactor% $bl.","$t[Início da batalha:] As $h[Armas] $affected ganham $p1 de dano. 

 Itens $affected dão + $p_blockfactor% $bl.","$t[Al comienzo de la batalla:] Las $affected $h[armas] ganan $p1 de daño. 

 Los $affected objetos dan +$p_blockfactor % $bl."
